"No.","Time","Source","Destination","Protocol","Length","Info"
"880","9.788274","2a00:1450:400e:80f::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"882","9.791497","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200a","HTTP2","125","PING[0]"
"889","10.815460","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","621","Client Hello (SNI=play.google.com)"
"891","10.825648","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"892","10.825648","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3266","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"895","10.833444","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","150","Change Cipher Spec, Finished"
"896","10.833787","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"897","10.834190","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","HTTP2","457","HEADERS[1]: OPTIONS /log?format=json&hasfast=true&authuser=0"
"898","10.841315","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","700","SETTINGS[0], WINDOW_UPDATE[0]"
"899","10.841315","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"901","10.841693","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","HTTP2","117","SETTINGS[0]"
"902","10.845455","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","431","HEADERS[1]: 200 OK"
"903","10.845455","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","DATA[1]"
"904","10.845455","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"907","10.851714","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","HTTP2","125","PING[0]"
"923","10.874219","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","603","Client Hello (SNI=play.google.com)"
"929","10.884657","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"930","10.884657","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3267","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"933","10.886317","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::200e","TLSv1.3","150","Change Cipher Spec, Finished"
"936","10.894264","2a00:1450:400e:810::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","700","SETTINGS[0], WINDOW_UPDATE[0]"
"1232","32.926814","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","TLSv1.3","603","Client Hello (SNI=accounts.youtube.com)"
"1235","32.940288","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1236","32.940289","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3435","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1240","32.949910","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1241","32.950503","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1242","32.956195","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","HTTP2","1551","HEADERS[1]: GET /accounts/SetSID?ssdc=1&sidt=ALWU2ctDr2w46ywZKO0PIHkjIdrjWik770LumSIyofCL7o5/uIs%2BBPqMvTPHBiIcHCGSYixkGKkJ4OZLIA5qGtiScT8Y5bUkp0785IE/2ZRPozoxWqghoA6iNTmil9Apr8AhbKuAb19ZHcsV3JaXKPFC5Qb%2BIvYF5q9g6MsVGuTifngSBd6sygVdg8fh1fiPOo3exp810K2vOogmXb56cyy3HDmiljwOjah13S1PEE3PFVhCcp5WhDM94Wv9m//YgO55S2sskyjzQvYwuICu8UecVpSUIFBfWgCIizHciWQaATwdDheuN1FSmgLPLimiOp1Z43jluilr%2BxJDKkxNna%2Bh1YmbPAtAYxjKXVxYefwEB7wG11r4QR5e/yVV6rdUzjClmAjJdFYsjixAMT3LopsOsPc8GujeEu0HyASLTzwQxS41LhcIMLwGkbxTvjDb%2BwaEqJA3ft9xQDOskV9Wwa%2Bpx2iQZEA%2B8hbBQyF0V6ALwjmTyttYsFfgKUmd3UPCbqwAMqjk5DhRdeoDZ2YtUwk4IqSWF22YKnDJ1gdH2N19QTO01o9fuua5Zn5RFobE1%2BDf4HLfl9daajUoRThYgi%2BmaE6i3l5vHDFmJSfkA6e0lI2GBj7alxBd%2Bs/m4JnRl0P%2B2TH7CvY7gi0hEOiMd7zsuzaXPTJ9x7ZOdMZjALRoP0DHf0hzN7hHGmN%2BUqH0L/JiNkcInTaKIP0Gi4QX00Yo%2BT5sdRSxKCJfF5WMAVNN6z3oVWHvUotys5QZiW2E5qsZhGr1l1c1ZlV59L0lCLY3OD7WTG5M4Q%3D%3D&continue=https://drive.google.com/drive/my-drive?authuser%3D0&tcc=1&dbus=BE&ifkv=ARZ0qKI8RxTHsBHGcJB5VZ8Lgc3Y7OM1ef5rSvEzIaI4fncTirNvGrNpOUz2mgNwUyBxElR8yZUGRQ"
"1243","32.959364","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1054","SETTINGS[0], WINDOW_UPDATE[0]"
"1244","32.959824","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","HTTP2","117","SETTINGS[0]"
"1245","32.961462","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1248","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1249","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1250","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1201","HEADERS[1]: 302 Found"
"1251","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","DATA[1]"
"1252","32.989658","2a00:1450:400e:80d::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1254","32.992309","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80d::200e","HTTP2","125","PING[0]"
"1267","33.012819","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","TLSv1.3","688","Client Hello (SNI=accounts.google.be)"
"1269","33.019144","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","4548","Server Hello, Change Cipher Spec, Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1271","33.024810","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1272","33.025245","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1273","33.029813","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1050","SETTINGS[0], WINDOW_UPDATE[0]"
"1274","33.030194","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","HTTP2","1543","HEADERS[1]: GET /accounts/SetSID?ssdc=1&sidt=ALWU2cuJGvdGGEeoG7DhHiUKuO7Iz3wcuTnQM3becBC4sVqWbzI10WPkMb%2Bikeic06Yb5lpYq79%2BjHkT5hy6qPmLGX6pr4fnFH2QrKUtcpl1MZOYYiNmrPpMLIk3ADsfmTmfGX6lJRG5yOoaZjWfe3ycVhJ3XqA4dIGyb2AIzKQgXeQv%2BeTOVXn886A3ElHaxOWB0YSHlfDf3JJZmYmvgFIQcOWEUXP9jMeCWMasr%2B5db2S2CpeXZClsCIkfwL553ZHZ2WUt%2Ba31MnbsrP617eUQLg7larq7NjvOsBFeHrGOsvuTNgiwzH%2BVK/v2FTRX/QD6AkTKaWCh%2BTfvpN3O5Ird9RN82sOqBilPxwS3mMNsyz5xmHhoEPIlRMpTZaXaPLv1ZXxcsNKB/UuqxOoWDbVEU4D7abrm6IDPyvB4fg0793YxCVz4tA2keORNmw4hvHkfXLrYupqWFfsKQBgEKgPrV3jxc/nRYQkd2L7QXQuQ/BD9cBMEBLudIm2Q4Iv06BPp9mk3a0KwuoH2pNBs4a/CPj8ismpoLIbAvqg8rDFGJaktGyUAqQ2k0ZwlQRLaj15swW/cegYmuFCUfDV1BVizqHgrKIF6L6w%2Bp/GsHHDLdRRiJ%2BqwktOgtBeT6uIf0N7sCkJ6EklxPpCnn9M7LyuLWCN0ZAxTf5hWA2Hfpy/t0t0vHIABad2jn%2BJrMRaUlDKJmph96q96K4zcSlGq5RC9a8HZ67FjpABO%2Bw4WM9hdG05AGGal3C02s58exMQrIF3H9yMGtTW9PEUUB0M16SJZT6oQHvObag%3D%3D&continue=https://drive.google.com/drive/my-drive?authuser%3D0&tcc=1&ifkv=ARZ0qKJG-PGa1eYAe_MKbMSCzcIbznJeEPCqwFKbtwGWTYbm_OsQuiam5RMAZevEyxGK3cxSNwtr"
"1275","33.030871","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","HTTP2","117","SETTINGS[0]"
"1276","33.032234","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1280","33.080442","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1282","33.082456","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1284","33.084212","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","351","HEADERS[1]: 302 Found"
"1286","33.086646","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","DATA[1]"
"1288","33.088978","2a00:1450:400c:c06::5e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1290","33.089376","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400c:c06::5e","HTTP2","125","PING[0]"
"1423","33.989584","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","TLSv1.3","658","Client Hello (SNI=fonts.googleapis.com)"
"1424","33.989839","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","TLSv1.3","653","Client Hello (SNI=apis.google.com)"
"1425","33.990037","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","TLSv1.3","603","Client Hello (SNI=lh3.google.com)"
"1426","33.990274","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","TLSv1.3","685","Client Hello (SNI=ssl.gstatic.com)"
"1433","33.998910","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"1435","34.000518","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1436","34.000518","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","938","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1438","34.000526","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3428","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1439","34.000526","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1440","34.000526","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","946","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1450","34.002332","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","3710","Server Hello, Change Cipher Spec"
"1451","34.002332","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1311","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1482","34.004978","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1483","34.005121","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1484","34.005294","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","HTTP2","515","HEADERS[1]: GET /images/branding/product/1x/drive_2020q4_48dp.png"
"1485","34.005657","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1486","34.005961","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1487","34.006226","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1489","34.006356","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1490","34.006460","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1491","34.006597","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","HTTP2","1578","HEADERS[1]: GET /u/0/ogw/AF2bZyjCJA9NjDbjOJOHi-uT1avzzSsS3T78hk9kG_dA=s32-c-mo"
"1492","34.006617","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
"1493","34.006681","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","HTTP2","484","HEADERS[1]: GET /css?lang=fr&family=Product+Sans|Roboto:400,700"
"1494","34.006733","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","HTTP2","1492","HEADERS[1]: GET /js/api.js"
"1519","34.012982","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1044","SETTINGS[0], WINDOW_UPDATE[0]"
"1524","34.013508","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","HTTP2","117","SETTINGS[0]"
"1525","34.013620","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1044","SETTINGS[0], WINDOW_UPDATE[0]"
"1526","34.013627","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1054","SETTINGS[0], WINDOW_UPDATE[0]"
"1527","34.013627","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1528","34.013683","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1042","SETTINGS[0], WINDOW_UPDATE[0]"
"1529","34.013683","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1533","34.014459","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","HTTP2","117","SETTINGS[0]"
"1534","34.014481","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1539","34.014511","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","HTTP2","117","SETTINGS[0]"
"1540","34.014749","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","HTTP2","117","SETTINGS[0]"
"1546","34.016257","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","117","SETTINGS[0]"
"1555","34.019641","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","518","HEADERS[1]: 200 OK"
"1556","34.019641","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","977","DATA[1]"
"1557","34.019641","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","310","DATA[1]"
"1558","34.019641","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","198","DATA[1] (text/css)"
"1559","34.019641","2a00:1450:400e:80e::200a","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1563","34.020270","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","546","HEADERS[1]: 200 OK"
"1564","34.020270","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1267","DATA[1] (PNG)"
"1565","34.020270","2a00:1450:400e:801::2003","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1582","34.024196","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","640","HEADERS[1]: 200 OK"
"1583","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1584","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1585","34.025054","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","[TLS segment of a reassembled PDU]"
"1586","34.025804","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","1567","DATA[1] (text/javascript)"
"1587","34.025804","2a00:1450:400e:80e::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1598","34.027509","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1599","34.027510","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","277","HEADERS[1]: 302 Found"
"1600","34.027510","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","1294","[TLS segment of a reassembled PDU]"
"1601","34.027510","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","611","DATA[1] (text/html)"
"1602","34.027510","2a00:1450:400e:80f::200e","2001:6a8:3081:6f14:5466:8764:98d4:f811","HTTP2","125","PING[0]"
"1622","34.033547","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200a","HTTP2","125","PING[0]"
"1631","34.035499","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:801::2003","HTTP2","125","PING[0]"
"1632","34.035600","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80e::200e","HTTP2","125","PING[0]"
"1633","34.035819","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","HTTP2","125","PING[0]"
"1634","34.036241","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:80f::200e","HTTP2","121","RST_STREAM[1]"
"1728","34.054042","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::2001","TLSv1.3","663","Client Hello (SNI=lh3.googleusercontent.com)"
"1851","34.070545","2a00:1450:400e:810::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"1855","34.071960","2a00:1450:400e:810::2001","2001:6a8:3081:6f14:5466:8764:98d4:f811","TLSv1.3","2126","Encrypted Extensions, Certificate, Certificate Verify, Finished"
"1878","34.075262","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::2001","TLSv1.3","160","Change Cipher Spec, Encrypted Extensions, Finished"
"1879","34.075425","2001:6a8:3081:6f14:5466:8764:98d4:f811","2a00:1450:400e:810::2001","HTTP2","178","Magic, SETTINGS[0], WINDOW_UPDATE[0]"
